大学,学部名,学科名,日程,入試方式,10桁コード,rank
羽衣国際大学,人間生活,人間／ ファッ,共,前期,3661-79-0771,5
羽衣国際大学,人間生活,人間／ 住空間,共,Ⅰ期２,3661-79-0801,5
羽衣国際大学,人間生活,人間／ 住空間,共,Ⅰ期小,3661-79-0804,5
羽衣国際大学,人間生活,人間／ 住空間,共,前期,3661-79-0871,5
羽衣国際大学,人間生活,人間／ こども,共,Ⅰ期２,3661-79-0901,5
羽衣国際大学,人間生活,人間／ こども,共,Ⅰ期小,3661-79-0904,5
羽衣国際大学,人間生活,人間／ こども,共,前期,3661-79-0971,5
羽衣国際大学,人間生活,食物／ 医療栄,共,Ⅰ期２,3661-79-1001,5
羽衣国際大学,人間生活,食物／ 医療栄,共,Ⅰ期小,3661-79-1003,5
羽衣国際大学,人間生活,食物／ 医療栄,共,前期,3661-79-1071,5
羽衣国際大学,人間生活,食物／ フード,共,Ⅰ期２,3661-79-1101,5
羽衣国際大学,人間生活,食物／ フード,共,Ⅰ期小,3661-79-1103,5
羽衣国際大学,人間生活,食物／ フード,共,前期,3661-79-1171,5
羽衣国際大学,人間生活,食物／ スポー,共,Ⅰ期２,3661-79-1201,5
羽衣国際大学,人間生活,食物／ スポー,共,Ⅰ期小,3661-79-1203,5
羽衣国際大学,人間生活,食物／ スポー,共,前期,3661-79-1271,5
羽衣国際大学,人間生活,食物／ グロー,共,Ⅰ期２,3661-79-1301,5
羽衣国際大学,人間生活,食物／ グロー,共,Ⅰ期小,3661-79-1303,5
羽衣国際大学,人間生活,食物／ グロー,共,前期,3661-79-1371,5
八戸学院大学,地域共創,地域共創,,Ⅰ期,3043-27-0101,5
八戸学院大学,地域共創,地域共創,共,Ａ,3043-27-0171,5
八戸学院大学,地域共創,地域共創,共,Ｂ,3043-27-0172,5
八戸学院大学,人間健康,人間健康科学,共,Ⅰ期,3043-64-0102,5
八戸学院大学,人間健康,人間健康科学,共,Ａ,3043-64-0171,5
八戸学院大学,人間健康,人間健康科学,共,Ｂ,3043-64-0172,5
八戸学院大学,看護,看護,共,Ⅰ期,3043-65-0101,5
八戸学院大学,看護,看護,共,Ａ,3043-65-0171,5
八戸学院大学,看護,看護,共,Ｂ,3043-65-0172,5
八戸工業大学,感性デザ,感性デザイン,,前期,3044-37-0102,5
八戸工業大学,感性デザ,感性デザイン,共,前期,3044-37-0171,5
八戸工業大学,感性デザ,感性デザイン,共,中期,3044-37-0172,5
八戸工業大学,工,工,共,前期,3044-46-0901,5
八戸工業大学,工,工,共,前期,3044-46-0971,5
八戸工業大学,工,工,共,中期,3044-46-0972,5
花園大学,文,日本文,,Ａ,3605-01-0104,5
花園大学,文,日本文,,Ｂ,3605-01-0105,5
花園大学,文,日本文,共,前期,3605-01-0172,5
花園大学,文,日本史,共,Ａ,3605-01-0204,5
花園大学,文,日本史,共,Ｂ,3605-01-0205,5
花園大学,文,日本史,共,前期,3605-01-0272,5
花園大学,文,仏教,共,Ａ,3605-01-0304,5
花園大学,文,仏教,共,Ｂ,3605-01-0305,5
花園大学,文,仏教,共,前期,3605-01-0372,5
花園大学,文,日本／ 書道,共,Ａ,3605-01-0402,5
花園大学,社会福祉,社会福祉,共,Ａ,3605-26-0104,5
花園大学,社会福祉,社会福祉,共,Ｂ,3605-26-0105,5
花園大学,社会福祉,社会福祉,共,前期,3605-26-0172,5
花園大学,社会福祉,臨床心理,共,Ａ,3605-26-0204,5
花園大学,社会福祉,臨床心理,共,Ｂ,3605-26-0205,5
花園大学,社会福祉,臨床心理,共,前期,3605-26-0272,5
花園大学,教育,初等／ 小学校,共,Ａ,3605-30-0101,5
花園大学,教育,初等／ 小学校,共,Ｂ,3605-30-0102,5
花園大学,教育,初等／ 小学校,共,前期,3605-30-0171,5
花園大学,教育,初等／ 幼児教,共,Ａ,3605-30-0201,5
花園大学,教育,初等／ 幼児教,共,Ｂ,3605-30-0202,5
花園大学,教育,初等／ 幼児教,共,前期,3605-30-0271,5
浜松医科大学,医,医,前,,1260-55-0111,5
浜松医科大学,医,医,前,地域枠,1260-55-0112,5
浜松医科大学,医,医,後,地域枠,1260-55-0120,5
浜松医科大学,医,看護,前,地域枠,1260-55-0210,5
浜松学院大学,地域共創,地域経営,,Ａ,3509-27-0101,5
浜松学院大学,地域共創,地域経営,共,Ａ,3509-27-0171,5
浜松学院大学,地域共創,地域子ども教,共,Ａ,3509-27-0201,5
浜松学院大学,地域共創,地域子ども教,共,Ａ,3509-27-0271,5
阪南大学,経済,経済,,前期２,3653-18-0104,5
阪南大学,経済,経済,,前期３,3653-18-0105,5
阪南大学,経済,経済,共,前期３,3653-18-0171,5
阪南大学,経済,経済,共,前期２,3653-18-0172,5
阪南大学,経済,経済,共,前３併,3653-18-0173,5
阪南大学,経済,経済,共,前２併,3653-18-0174,5
阪南大学,経営,経営,共,前期２,3653-19-0101,5
阪南大学,経営,経営,共,前期３,3653-19-0102,5
阪南大学,経営,経営,共,前期２,3653-19-0171,5
阪南大学,経営,経営,共,前期３,3653-19-0172,5
阪南大学,経営,経営,共,前３併,3653-19-0173,5
阪南大学,経営,経営,共,前２併,3653-19-0174,5
阪南大学,国際,国際コミュニ,共,前期２,3653-33-0101,5
阪南大学,国際,国際コミュニ,共,前期３,3653-33-0102,5
阪南大学,国際,国際コミュニ,共,前期２,3653-33-0171,5
阪南大学,国際,国際コミュニ,共,前期３,3653-33-0172,5
阪南大学,国際,国際コミュニ,共,前３併,3653-33-0173,5
阪南大学,国際,国際コミュニ,共,前２併,3653-33-0174,5
阪南大学,国際,国際観光,共,前期２,3653-33-0201,5
阪南大学,国際,国際観光,共,前期３,3653-33-0202,5
阪南大学,国際,国際観光,共,前期２,3653-33-0271,5
阪南大学,国際,国際観光,共,前期３,3653-33-0272,5
阪南大学,国際,国際観光,共,前３併,3653-33-0273,5
阪南大学,国際,国際観光,共,前２併,3653-33-0274,5
阪南大学,総合情報,総合情報,共,前期２,3653-38-0101,5
阪南大学,総合情報,総合情報,共,前期３,3653-38-0102,5
阪南大学,総合情報,総合情報,共,前期２,3653-38-0171,5
阪南大学,総合情報,総合情報,共,前期３,3653-38-0172,5
阪南大学,総合情報,総合情報,共,前３併,3653-38-0173,5
阪南大学,総合情報,総合情報,共,前２併,3653-38-0174,5
東大阪大学,こども,こども,,Ⅰ,3664-79-0100,5
東大阪大学,こども,こども,共,Ⅰ,3664-79-0171,5
東大阪大学,こども,国際教養こど,共,Ⅰ,3664-79-0201,5
東大阪大学,こども,国際教養こど,共,Ⅰ,3664-79-0271,5
東日本国際大学,経済経営,経済経営,,Ａ,3101-21-0101,5
東日本国際大学,健康福祉,社会福祉,,Ａ,3101-64-0101,5
比治山大学,現代文化,言語文化,,Ａ,3798-03-0401,5
比治山大学,現代文化,言語文化,,Ｂ,3798-03-0402,5
比治山大学,現代文化,言語文化,,Ｃ,3798-03-0403,5
比治山大学,現代文化,言語文化,共,Ａ,3798-03-0471,5
比治山大学,現代文化,マスコミュニ,共,Ａ,3798-03-0601,5
比治山大学,現代文化,マスコミュニ,共,Ｂ,3798-03-0602,5
比治山大学,現代文化,マスコミュニ,共,Ｃ,3798-03-0603,5
比治山大学,現代文化,マスコミュニ,共,Ａ,3798-03-0671,5
比治山大学,現代文化,社会臨床心理,共,Ａ,3798-03-0701,5
比治山大学,現代文化,社会臨床心理,共,Ｂ,3798-03-0702,5
比治山大学,現代文化,社会臨床心理,共,Ｃ,3798-03-0703,5
比治山大学,現代文化,社会臨床心理,共,Ａ,3798-03-0771,5
比治山大学,現代文化,子ども発達教,共,Ａ,3798-03-0801,5
比治山大学,現代文化,子ども発達教,共,Ｂ,3798-03-0802,5
比治山大学,現代文化,子ども発達教,共,Ｃ,3798-03-0803,5
比治山大学,現代文化,子ども発達教,共,Ａ,3798-03-0871,5
比治山大学,健康栄養,健康栄養,共,Ａ,3798-64-0101,5
比治山大学,健康栄養,健康栄養,共,Ｂ,3798-64-0102,5
比治山大学,健康栄養,健康栄養,共,Ｃ,3798-64-0104,5
比治山大学,健康栄養,健康栄養,共,Ａ,3798-64-0171,5
一橋大学,法,法律,前,,1185-12-0410,0
一橋大学,経済,経済,前,,1185-18-0310,0
一橋大学,経済,経済,後,,1185-18-0320,0
一橋大学,商,経済,前,,1185-20-0010,0
一橋大学,社会,社会,前,,1185-25-0410,0
一橋大学,ソーシャ,ソーシャルデ,前,,1185-37-0110,0
一橋大学,ソーシャ,ソーシャルデ,後,,1185-37-0120,0
姫路大学,教育,こども未来,,Ａ,3722-30-0301,5
姫路大学,教育,こども未来,,Ｂ,3722-30-0302,5
姫路大学,教育,こども未来,共,Ａ,3722-30-0371,5
姫路大学,看護,看護,共,Ａ,3722-64-0103,5
姫路大学,看護,看護,共,Ｂ,3722-64-0104,5
姫路大学,看護,看護,共,Ａ,3722-64-0171,5
姫路獨協大学,医療保健,理学療法,,Ａ２,3710-64-0103,5
姫路獨協大学,医療保健,理学療法,,Ａ３,3710-64-0106,5
姫路獨協大学,医療保健,作業療法,,Ａ２,3710-64-0203,5
姫路獨協大学,医療保健,作業療法,,Ａ３,3710-64-0206,5
姫路獨協大学,医療保健,言語聴覚療法,,Ａ２,3710-64-0303,5
姫路獨協大学,医療保健,言語聴覚療法,,Ａ３,3710-64-0306,5
姫路獨協大学,医療保健,臨床工,,Ａ２,3710-64-0502,5
姫路獨協大学,医療保健,臨床工,,Ａ３,3710-64-0507,5
姫路獨協大学,看護,看護,,Ａ３,3710-65-0101,5
姫路獨協大学,看護,看護,,Ａ２,3710-65-0104,5
姫路獨協大学,人間社会,産業経営学類,,Ａ３,3710-91-0301,5
姫路獨協大学,人間社会,産業経営学類,,Ａ２,3710-91-0302,5
ビューティ＆ ウェルネス専門職大学,ビューテ,ビューティウ,,,3387-79-0101,5
ビューティ＆ ウェルネス専門職大学,ビューテ,ビューティサ,,,3387-79-0201,5
兵庫大学,現代ビジ,現代ビジネス,,Ⅰ２科,3712-22-0102,5
兵庫大学,現代ビジ,現代ビジネス,,Ⅰ２活,3712-22-0103,5
兵庫大学,現代ビジ,現代ビジネス,,Ⅰ３科,3712-22-0105,5
兵庫大学,現代ビジ,現代ビジネス,,Ⅰ３活,3712-22-0106,5
兵庫大学,現代ビジ,現代ビジネス,,Ⅰ３記,3712-22-0107,5
兵庫大学,現代ビジ,現代ビジネス,,Ⅰ２記,3712-22-0108,5
兵庫大学,教育,教育,,Ⅰ３科,3712-30-0102,5
兵庫大学,教育,教育,,Ⅰ２科,3712-30-0103,5
兵庫大学,教育,教育,,Ⅰ３活,3712-30-0104,5
兵庫大学,教育,教育,,Ⅰ２活,3712-30-0105,5
兵庫大学,教育,教育,,Ⅰ３記,3712-30-0106,5
兵庫大学,教育,教育,,Ⅰ２記,3712-30-0107,5
兵庫大学,健康科学,栄養,,Ⅰ２科,3712-64-0101,5
兵庫大学,健康科学,栄養,,Ⅰ２活,3712-64-0103,5
兵庫大学,健康科学,栄養,,Ⅰ３科,3712-64-0105,5
兵庫大学,健康科学,栄養,,Ⅰ３活,3712-64-0106,5
兵庫大学,健康科学,栄養,,Ⅰ３記,3712-64-0107,5
兵庫大学,健康科学,栄養,,Ⅰ２記,3712-64-0108,5
兵庫大学,健康科学,健康スポーツ,,Ⅰ２科,3712-64-0201,5
兵庫大学,健康科学,健康スポーツ,,Ⅰ２活,3712-64-0203,5
兵庫大学,健康科学,健康スポーツ,,Ⅰ３科,3712-64-0205,5
兵庫大学,健康科学,健康スポーツ,,Ⅰ３活,3712-64-0206,5
兵庫大学,健康科学,健康スポーツ,,Ⅰ３記,3712-64-0207,5
兵庫大学,健康科学,健康スポーツ,,Ⅰ２記,3712-64-0208,5
兵庫大学,生涯福祉,社会福祉,,Ⅰ２科,3712-65-0102,5
兵庫大学,生涯福祉,社会福祉,,Ⅰ２活,3712-65-0103,5
兵庫大学,生涯福祉,社会福祉,,Ⅰ３科,3712-65-0105,5
兵庫大学,生涯福祉,社会福祉,,Ⅰ３活,3712-65-0106,5
兵庫大学,生涯福祉,社会福祉,,Ⅰ３記,3712-65-0107,5
兵庫大学,生涯福祉,社会福祉,,Ⅰ２記,3712-65-0108,5
兵庫大学,看護,看護,,Ⅰ２科,3712-66-0102,5
兵庫大学,看護,看護,,Ⅰ２活,3712-66-0103,5
兵庫大学,看護,看護,,Ⅰ３科,3712-66-0105,5
兵庫大学,看護,看護,,Ⅰ３活,3712-66-0106,5
兵庫大学,看護,看護,,Ⅰ３記,3712-66-0107,5
兵庫大学,看護,看護,,Ⅰ２記,3712-66-0108,5
兵庫医科大学,医,医,,Ａ一般,3711-55-0100,5
兵庫医科大学,医,医,,Ｂ,3711-55-0101,5
兵庫医科大学,医,医,,Ａ兵庫,3711-55-0102,5
兵庫医科大学,薬,医療薬,,前期Ａ,3711-61-0101,5
兵庫医科大学,薬,医療薬,,前期Ｂ,3711-61-0102,5
兵庫医科大学,薬,医療薬,共,前期,3711-61-0171,5
兵庫医科大学,看護,看護,共,前期Ａ,3711-64-0101,5
兵庫医科大学,看護,看護,共,前期Ｂ,3711-64-0102,5
兵庫医科大学,看護,看護,共,前期,3711-64-0171,5
兵庫医科大学,リハビリ,理学療法,共,前期Ａ,3711-65-0101,5
兵庫医科大学,リハビリ,理学療法,共,前期Ｂ,3711-65-0102,5
兵庫医科大学,リハビリ,理学療法,共,前期,3711-65-0171,5
兵庫医科大学,リハビリ,作業療法,共,前期Ａ,3711-65-0201,5
兵庫医科大学,リハビリ,作業療法,共,前期Ｂ,3711-65-0202,5
兵庫医科大学,リハビリ,作業療法,共,前期,3711-65-0271,5
兵庫教育大学,学校教育,学校教育,前,,1340-31-0110,5
兵庫教育大学,学校教育,学校教育,後,,1340-31-0120,5
兵庫県立大学,国際商経,国際／ 経済学,前,,2199-21-0210,5
兵庫県立大学,国際商経,国際／ 経済学,後,,2199-21-0220,5
兵庫県立大学,国際商経,国際／ グロー,前,,2199-21-0310,5
兵庫県立大学,環境人間,環境人間,前,,2199-37-0110,5
兵庫県立大学,環境人間,環境人間,後,,2199-37-0120,5
兵庫県立大学,環境人間,環境／ 食環境,前,,2199-37-0210,5
兵庫県立大学,社会情報,社会情報科学,前,,2199-38-0110,5
兵庫県立大学,社会情報,社会情報科学,中,,2199-38-0150,5
兵庫県立大学,理,生命科学,中,,2199-42-0150,5
兵庫県立大学,理,物質科学,中,,2199-42-0250,5
兵庫県立大学,工,工／ 電気電子,前,,2199-46-0410,5
兵庫県立大学,工,工／ 電気電子,後,,2199-46-0420,5
兵庫県立大学,工,工／ 知能情報,前,,2199-46-0510,5
兵庫県立大学,工,工／ 知能情報,後,,2199-46-0520,5
兵庫県立大学,工,工／ 機械工学,前,,2199-46-0610,5
兵庫県立大学,工,工／ 機械工学,後,,2199-46-0620,5
兵庫県立大学,工,工／ 材料デザ,前,,2199-46-0710,5
兵庫県立大学,工,工／ 材料デザ,後,,2199-46-0720,5
兵庫県立大学,工,工／ 化学,前,,2199-46-0810,5
兵庫県立大学,工,工／ 化学,後,,2199-46-0820,5
兵庫県立大学,看護,看護,前,,2199-64-0110,5
兵庫県立大学,看護,看護,後,,2199-64-0120,5
弘前大学,人文社会,文化創生,前,,1060-27-0110,5
弘前大学,人文社会,文化創生,後,,1060-27-0120,5
弘前大学,人文社会,社会経営,前,国語,1060-27-0211,5
弘前大学,人文社会,社会経営,前,数学,1060-27-0212,5
弘前大学,人文社会,社会経営,後,数学,1060-27-0220,5
弘前大学,教育,養護教諭,前,数学,1060-30-1510,5
弘前大学,教育,学校／ 特別支,前,数学,1060-30-4810,5
弘前大学,教育,学校／ 特別支,後,数学,1060-30-4820,5
弘前大学,教育,学校／ 小学校,前,数学,1060-30-4910,5
弘前大学,教育,学校／ 小学校,後,数学,1060-30-4920,5
弘前大学,教育,学校／ 国語,前,数学,1060-30-5010,5
弘前大学,教育,学校／ 社会,前,数学,1060-30-5110,5
弘前大学,教育,学校／ 数学,前,数学,1060-30-5210,5
弘前大学,教育,学校／ 理科,前,数学,1060-30-5310,5
弘前大学,教育,学校／ 家庭,前,数学,1060-30-5810,5
弘前大学,教育,学校／ 英語,前,数学,1060-30-5910,5
弘前大学,理工,物質創成化,前,数学,1060-47-0710,5
弘前大学,理工,物質創成化,後,数学,1060-47-0720,5
弘前大学,理工,電子情報工,前,数学,1060-47-0810,5
弘前大学,理工,電子情報工,後,数学,1060-47-0820,5
弘前大学,理工,数物科学,前,数学,1060-47-0911,5
弘前大学,理工,数物科学,前,数理,1060-47-0912,5
弘前大学,理工,数物科学,後,数学,1060-47-0921,5
弘前大学,理工,数物科学,後,理科,1060-47-0922,5
弘前大学,理工,地球環境防災,前,理科,1060-47-1010,5
弘前大学,理工,地球環境防災,後,理科,1060-47-1020,5
弘前大学,理工,機械科学,前,理科,1060-47-1110,5
弘前大学,理工,機械科学,後,理科,1060-47-1120,5
弘前大学,理工,自然エネルギ,前,理科,1060-47-1210,5
弘前大学,理工,自然エネルギ,後,理科,1060-47-1220,5
弘前大学,医,医,前,理科,1060-55-0111,5
弘前大学,医,医,前,定着枠,1060-55-0112,5
